"","date","daily_consumption"
"1005",2023-08-04,0.288
"1006",2023-08-05,0.353
"1007",2023-08-06,0.969
"1008",2023-08-07,0.344
"1009",2023-08-08,0.501
"1010",2023-08-09,0.29
"1011",2023-08-10,0.51
"1012",2023-08-11,0
"1013",2023-08-12,0
"1014",2023-08-13,0.012
"1015",2023-08-14,0.075
"1016",2023-08-15,0.296
"1017",2023-08-16,0.039
"1018",2023-08-17,0.158
"1019",2023-08-18,0.125
"1020",2023-08-19,0.55
"1021",2023-08-20,0.218
"1022",2023-08-21,0.122
"1023",2023-08-22,0.233
"1024",2023-08-23,0.428
"1025",2023-08-24,0.467
"1026",2023-08-25,0.508
"1027",2023-08-26,0.355
"1028",2023-08-27,0.36
"1029",2023-08-28,0.443
"1030",2023-08-29,0
"1031",2023-08-30,0
"1032",2023-08-31,0.32
"1033",2023-09-01,0.33
"1034",2023-09-02,0.372
"1035",2023-09-03,0.578
"1036",2023-09-04,0.358
"1037",2023-09-05,0.522
"1038",2023-09-06,0.131
"1039",2023-09-07,1.018
"1040",2023-09-08,0.305
"1041",2023-09-09,0.186
"1042",2023-09-10,0.048
"1043",2023-09-11,0.248
"1044",2023-09-12,0.316
"1045",2023-09-13,0.021
"1046",2023-09-14,0.596
"1047",2023-09-15,0.553
"1048",2023-09-16,0.338
"1049",2023-09-17,0.303
"1050",2023-09-18,0.43
"1051",2023-09-19,1.035
"1052",2023-09-20,0.746
"1053",2023-09-21,0.732
"1054",2023-09-22,0.553
"1055",2023-09-23,0.412
"1056",2023-09-24,0.295
"1057",2023-09-25,0.507
"1058",2023-09-26,0.289
"1059",2023-09-27,0.643
"1060",2023-09-28,0.256
"1061",2023-09-29,0.177
"1062",2023-09-30,1.349
"1063",2023-10-01,0.033
"1064",2023-10-02,0.199
"1065",2023-10-03,0.411
"1066",2023-10-04,0.274
"1067",2023-10-07,0.008
"1068",2023-10-08,0.165
"1069",2023-10-09,0.531
"1070",2023-10-10,0.629
"1071",2023-10-11,1.006
"1072",2023-10-12,0.803
"1073",2023-10-13,0.373
"1074",2023-10-14,0.489
"1075",2023-10-15,0.188
"1076",2023-10-16,0.455
"1077",2023-10-17,0.654
"1078",2023-10-18,0.313
"1079",2023-10-19,0.763
"1080",2023-10-20,0.496
"1081",2023-10-21,0.945
"1082",2023-10-22,1.025
"1083",2023-10-23,0.579
"1084",2023-10-24,0.363
"1085",2023-10-25,0.067
"1086",2023-10-26,0.527
"1087",2023-10-27,0.241
"1088",2023-10-28,0.639
"1089",2023-10-29,0.588
"1090",2023-10-30,0.072
"1091",2023-10-31,0.359
"1092",2023-11-01,2.092
"1093",2023-11-02,0.977
"1094",2023-11-03,1.391
"1095",2023-11-04,1.063
"1096",2023-11-05,0.935
"1097",2023-11-06,1.621
"1098",2023-11-07,1.254
"1099",2023-11-08,1.38
"1100",2023-11-09,1.189
"1101",2023-11-10,1.449
"1102",2023-11-11,2.333
"1103",2023-11-12,1.535
"1104",2023-11-13,1.834
"1105",2023-11-14,0.615
"1106",2023-11-15,0.476
"1107",2023-11-18,0
"1108",2023-11-19,0
"1109",2023-11-20,0.109
"1110",2023-11-21,2.182
"1111",2023-11-22,2.199
"1112",2023-11-23,2.173
"1113",2023-11-24,1.477
"1114",2023-11-25,2.589
"1115",2023-11-26,2.339
"1116",2023-11-27,1.815
"1117",2023-11-28,1.983
"1118",2023-11-29,3.696
"1119",2023-11-30,3.195
"1120",2023-12-01,3.416
"1121",2023-12-02,4.002
"1122",2023-12-03,3.562
"1123",2023-12-04,2.558
"1124",2023-12-05,2.236
"1125",2023-12-06,0.006
"1126",2023-12-11,1.978
"1127",2023-12-12,1.977
"1128",2023-12-13,1.958
"1129",2023-12-14,2.224
"1130",2023-12-15,3.185
"1131",2023-12-16,1.751
"1132",2023-12-17,2.352
"1133",2023-12-18,1.605
"1134",2023-12-19,0.951
"1135",2023-12-20,2.033
"1136",2023-12-21,1.519
"1137",2023-12-22,1.11
"1138",2023-12-23,1.005
"1139",2023-12-24,1.057
"1140",2023-12-25,0.519
"1141",2023-12-26,0.418
"1142",2023-12-27,0
"1143",2023-12-28,0.589
"1144",2023-12-29,1.782
"1145",2023-12-30,1.414
"1146",2023-12-31,1.46
"1147",2024-01-01,1.132
"1148",2024-01-02,1.565
"1149",2024-01-03,1.223
"1150",2024-01-04,1.396
"1151",2024-01-05,0.758
"1152",2024-01-06,1.373
"1153",2024-01-07,3.305
"1154",2024-01-08,2.224
"1155",2024-01-09,2.353
"1156",2024-01-10,2.435
"1157",2024-01-11,1.64
"1158",2024-01-12,1.686
"1159",2024-01-13,1.902
"1160",2024-01-14,1.825
"1161",2024-01-15,2.022
"1162",2024-01-16,3.509
"1163",2024-01-17,1.718
"1164",2024-01-18,2.255
"1165",2024-01-19,3.188
"1166",2024-01-20,3.148
"1167",2024-01-21,1.661
"1168",2024-01-22,2.601
"1169",2024-01-23,1.577
"1170",2024-01-24,1.261
"1171",2024-01-25,1.469
"1172",2024-01-29,0.547
"1173",2024-01-30,0
"1174",2024-01-31,0
"1175",2024-02-01,0
"1176",2024-02-02,2.691
"1177",2024-02-03,1.518
"1178",2024-02-04,2.1
"1179",2024-02-05,1.631
"1180",2024-02-06,1.927
"1181",2024-02-07,1.713
"1182",2024-02-08,1.647
"1183",2024-02-09,1.125
"1184",2024-02-10,1.028
"1185",2024-02-11,1.077
"1186",2024-02-12,1.481
"1187",2024-02-13,1.564
"1188",2024-02-14,0.723
"1189",2024-02-15,1.452
"1190",2024-02-16,0.993
"1191",2024-02-17,2.265
"1192",2024-02-18,0
"1193",2024-02-21,0.868
"1194",2024-02-22,1.557
"1195",2024-02-23,1.146
"1196",2024-02-24,1.954
"1197",2024-02-25,1.88
"1198",2024-02-26,1.266
"1199",2024-02-27,2.068
"1200",2024-02-28,1.087
"1201",2024-02-29,0.486
"1202",2024-03-01,1.362
"1203",2024-03-02,1.303
"1204",2024-03-03,1.502
"1205",2024-03-04,2.078
"1206",2024-03-05,1.514
"1207",2024-03-06,1.291
"1208",2024-03-07,2.6
"1209",2024-03-08,1.644
"1210",2024-03-09,1.213
"1211",2024-03-10,0.741
"1212",2024-03-11,2.352
"1213",2024-03-12,1.241
"1214",2024-03-13,1.242
"1215",2024-03-14,0.668
"1216",2024-03-15,0.641
"1217",2024-03-16,1.244
"1218",2024-03-17,0.665
"1219",2024-03-18,0.67
"1220",2024-03-19,1.137
"1221",2024-03-20,0.907
"1222",2024-03-21,0.803
"1223",2024-03-22,0.492
"1224",2024-03-23,2.276
"1225",2024-03-24,1.547
"1226",2024-03-25,0.04
"1227",2024-03-28,1.957
"1228",2024-03-29,1.01
"1229",2024-03-30,0.644
"1230",2024-03-31,0.596
"1231",2024-04-01,1.029
"1232",2024-04-02,0.785
"1233",2024-04-03,0.463
"1234",2024-04-04,1.171
"1235",2024-04-05,1.296
"1236",2024-04-06,0.823
"1237",2024-04-07,1.516
"1238",2024-04-08,0.366
"1239",2024-04-09,0.531
"1240",2024-04-10,0.878
"1241",2024-04-11,0.613
"1242",2024-04-12,0.608
"1243",2024-04-13,0.882
"1244",2024-04-14,1.315
"1245",2024-04-15,1.473
"1246",2024-04-16,0.674
"1247",2024-04-17,0.915
"1248",2024-04-18,1.361
"1249",2024-04-19,0.547
"1250",2024-04-20,0.751
"1251",2024-04-21,0.777
"1252",2024-04-22,1.461
"1253",2024-04-23,0.608
"1254",2024-04-24,0.788
"1255",2024-04-25,0.85
"1256",2024-04-26,1.233
"1257",2024-04-27,0.862
"1258",2024-04-28,1.663
"1259",2024-04-29,0.377
"1260",2024-04-30,0.293
"1261",2024-05-03,0.211
"1262",2024-05-04,0.576
"1263",2024-05-05,0.867
"1264",2024-05-06,0.845
"1265",2024-05-07,0.43
"1266",2024-05-08,0.373
"1267",2024-05-09,0.239
"1268",2024-05-10,0.03
"1269",2024-05-11,0.554
"1270",2024-05-12,0.635
"1271",2024-05-13,0.279
"1272",2024-05-14,0.465
"1273",2024-05-15,0.482
"1274",2024-05-16,0.649
"1275",2024-05-17,1.078
"1276",2024-05-18,0.883
"1277",2024-05-19,0.692
"1278",2024-05-20,0.398
"1279",2024-05-21,0
"1280",2024-05-24,0.607
"1281",2024-05-25,0.497
"1282",2024-05-26,0.48
"1283",2024-05-27,0.724
"1284",2024-05-28,0.237
"1285",2024-05-29,0.003
"1286",2024-05-30,0
"1287",2024-05-31,0.275
"1288",2024-06-01,0.296
"1289",2024-06-02,0.287
"1290",2024-06-03,0
"1291",2024-06-04,0.027
"1292",2024-06-05,0.531
"1293",2024-06-06,0.984
"1294",2024-06-07,0.181
"1295",2024-06-08,0.386
"1296",2024-06-09,0.764
"1297",2024-06-10,0.567
"1298",2024-06-11,0.386
"1299",2024-06-12,0.191
"1300",2024-06-13,0.138
"1301",2024-06-14,0.207
"1302",2024-06-15,0.47
"1303",2024-06-16,0.363
"1304",2024-06-17,0.19
"1305",2024-06-18,0.625
"1306",2024-06-19,0.324
"1307",2024-06-20,0.212
"1308",2024-06-21,0.713
"1309",2024-06-22,0.285
"1310",2024-06-23,1.078
"1311",2024-06-24,0.602
"1312",2024-06-25,0.04
"1313",2024-06-26,0.454
"1314",2024-06-27,0.203
"1315",2024-06-28,0.122
"1316",2024-06-29,1.277
"1317",2024-06-30,1.345
"1318",2024-07-02,0.557
"1319",2024-07-03,0.224
"1320",2024-07-04,0.687
"1321",2024-07-05,0.133
"1322",2024-07-06,0.476
"1323",2024-07-07,0.987
"1324",2024-07-08,0.47
"1325",2024-07-09,0
"1326",2024-07-12,0.369
"1327",2024-07-13,0.852
"1328",2024-07-14,1.07
"1329",2024-07-15,0.272
"1330",2024-07-16,0.448
"1331",2024-07-17,1.07
"1332",2024-07-18,1.008
"1333",2024-07-19,1.138
"1334",2024-07-20,0.31
"1335",2024-07-21,0.991
"1336",2024-07-22,0.217
"1337",2024-07-23,0.449
"1338",2024-07-24,0.162
"1339",2024-07-25,0
"1340",2024-07-26,0
"1341",2024-07-27,0
"1342",2024-07-28,0.391
"1343",2024-07-29,0.46
"1344",2024-07-30,0.084
"1345",2024-07-31,0.375
"1346",2024-08-01,0.618
"1347",2024-08-02,0.623
"1348",2024-08-03,0.724
"1349",2024-08-07,0
"1350",2024-08-08,0
"1351",2024-08-09,0
"1352",2024-08-10,0
"1353",2024-08-11,0
"1354",2024-08-12,0.482
"1355",2024-08-13,0.278
"1356",2024-08-14,0.454
"1357",2024-08-15,0.113
"1358",2024-08-16,0
"1359",2024-08-17,0
"1360",2024-08-18,0.191
"1361",2024-08-19,0.021
"1362",2024-08-20,0.409
"1363",2024-08-21,0
"1364",2024-08-22,0
"1365",2024-08-23,0
"1366",2024-08-24,0
"1367",2024-08-27,0
"1368",2024-08-28,0
"1369",2024-08-29,0
"1370",2024-08-30,0
"1371",2024-08-31,0
"1372",2024-09-01,0.396
"1373",2024-09-02,1.06
"1374",2024-09-03,0.59
"1375",2024-09-04,0.453
"1376",2024-09-05,0.01
"1377",2024-09-06,0
"1378",2024-09-07,0
"1379",2024-09-08,0
"1380",2024-09-09,0.219
"1381",2024-09-10,0.955
"1382",2024-09-11,1.145
"1383",2024-09-12,0.27
"1384",2024-09-13,1.335
"1385",2024-09-14,0
"1386",2024-09-17,0.48
"1387",2024-09-18,0.433
"1388",2024-09-19,0.488
"1389",2024-09-20,0.399
"1390",2024-09-21,0
"1391",2024-09-22,0.016
"1392",2024-09-23,0.855
"1393",2024-09-24,1.124
"1394",2024-09-25,0.253
"1395",2024-09-26,0.273
"1396",2024-09-27,0.402
"1397",2024-09-28,1.028
"1398",2024-09-29,0.455
"1399",2024-09-30,1.004
"1400",2024-10-01,0.454
"1401",2024-10-02,0.603
"1402",2024-10-03,0.9
"1403",2024-10-04,0.26
"1404",2024-10-05,1.397
"1405",2024-10-06,1.5
"1406",2024-10-07,0.699
"1407",2024-10-08,0.395
"1408",2024-10-09,0.692
"1409",2024-10-10,0.416
"1410",2024-10-11,0.346
"1411",2024-10-12,0.455
"1412",2024-10-15,0.433
"1413",2024-10-16,0.931
"1414",2024-10-17,0.377
"1415",2024-10-18,1.328
"1416",2024-10-19,0.47
"1417",2024-10-20,1.675
"1418",2024-10-21,1.371
"1419",2024-10-22,0.684
"1420",2024-10-23,0.417
"1421",2024-10-24,0.37
"1422",2024-10-25,0.585
"1423",2024-10-26,0.252
"1424",2024-10-27,0.967
"1425",2024-10-28,0.288
"1426",2024-10-29,0.128
"1427",2024-10-30,0.154
"1428",2024-10-31,0.037
"1429",2024-11-01,0.871
"1430",2024-11-02,0.353
"1431",2024-11-03,0.672
"1432",2024-11-04,0.418
"1433",2024-11-05,0.354
"1434",2024-11-06,0.673
"1435",2024-11-07,0.356
"1436",2024-11-08,0.475
"1437",2024-11-09,0.719
"1438",2024-11-10,0.382
"1439",2024-11-13,0.518
"1440",2024-11-14,0.137
"1441",2024-11-15,0.096
"1442",2024-11-16,0.244
"1443",2024-11-17,1.298
"1444",2024-11-18,1.54
"1445",2024-11-19,0.892
"1446",2024-11-20,1.376
"1447",2024-11-21,1.122
"1448",2024-11-22,1.704
"1449",2024-11-23,1.399
"1450",2024-11-24,1.61
"1451",2024-11-25,0.753
"1452",2024-11-26,1.816
"1453",2024-11-27,0.795
"1454",2024-11-28,0.593
"1455",2024-11-29,1.497
"1456",2024-11-30,1.182
"1457",2024-12-01,0.411
"1458",2024-12-04,0.726
"1459",2024-12-05,1.448
"1460",2024-12-06,0.671
"1461",2024-12-07,1.293
"1462",2024-12-08,0.824
"1463",2024-12-09,0.813
"1464",2024-12-10,0.681
"1465",2024-12-11,0.937
"1466",2024-12-12,2.426
"1467",2024-12-13,1.795
"1468",2024-12-14,0.82
"1469",2024-12-15,1.348
"1470",2024-12-16,1.035
"1471",2024-12-17,1.573
"1472",2024-12-18,0.756
"1473",2024-12-19,2.103
"1474",2024-12-20,1.19
"1475",2024-12-21,0.74
"1476",2024-12-22,0.578
"1477",2024-12-25,1.175
"1478",2024-12-26,1.032
"1479",2024-12-27,0.618
"1480",2024-12-28,0.888
"1481",2024-12-29,1.089
"1482",2024-12-30,1.492
"1483",2024-12-31,2.99
"1484",2025-01-01,0.989
"1485",2025-01-02,1.094
"1486",2025-01-03,1.072
"1487",2025-01-04,1.943
"1488",2025-01-05,1.356
"1489",2025-01-06,1.682
"1490",2025-01-07,2.325
"1491",2025-01-08,1.589
"1492",2025-01-09,1.833
"1493",2025-01-10,1.984
"1494",2025-01-11,1.523
"1495",2025-01-12,0.068
"1496",2025-01-15,0.909
"1497",2025-01-16,1.334
"1498",2025-01-17,0.985
"1499",2025-01-18,0.803
"1500",2025-01-19,1.682
"1501",2025-01-20,1.643
"1502",2025-01-21,1.313
"1503",2025-01-22,1.411
"1504",2025-01-23,1.693
"1505",2025-01-24,1.513
"1506",2025-01-25,0.779
"1507",2025-01-26,1.583
"1508",2025-01-27,1.501
"1509",2025-01-28,1.439
"1510",2025-01-29,1.247
"1511",2025-01-30,1.072
"1512",2025-01-31,1.454
"1513",2025-02-01,0.868
"1514",2025-02-02,1.45
"1515",2025-02-03,1.359
"1516",2025-02-04,0.978
"1517",2025-02-05,0.9
"1518",2025-02-06,1.446
"1519",2025-02-07,1.884
"1520",2025-02-08,2.004
"1521",2025-02-09,1.645
"1522",2025-02-10,1.38
"1523",2025-02-11,1.551
"1524",2025-02-12,1.414
"1525",2025-02-13,1.09
"1526",2025-02-14,1.236
"1527",2025-02-15,1.562
"1528",2025-02-16,1.636
"1529",2025-02-17,1.914
"1530",2025-02-18,2.02
"1531",2025-02-19,2.136
"1532",2025-02-20,1.41
"1533",2025-02-21,0.806
"1534",2025-02-22,0.392
"1535",2025-02-23,0
"1536",2025-02-24,0.627
"1537",2025-02-25,0.911
"1538",2025-02-26,1.088
"1539",2025-02-27,1.339
"1540",2025-02-28,0.791
"1541",2025-03-01,1.676
"1542",2025-03-02,1.621
"1543",2025-03-03,0.967
"1544",2025-03-04,1.497
"1545",2025-03-05,1.114
"1546",2025-03-06,1.116
"1547",2025-03-07,0.619
"1548",2025-03-08,0.744
"1549",2025-03-09,0.547
"1550",2025-03-10,0.707
"1551",2025-03-11,0.731
"1552",2025-03-12,0.568
"1553",2025-03-13,1.048
"1554",2025-03-14,0
"1555",2025-03-15,2.428
"1556",2025-03-16,1.829
"1557",2025-03-17,1.226
"1558",2025-03-18,1.016
"1559",2025-03-19,0.676
"1560",2025-03-20,1.541
"1561",2025-03-21,0.778
"1562",2025-03-22,0.413
"1563",2025-03-23,0.881
"1564",2025-03-24,1.861
"1565",2025-03-25,0.759
"1566",2025-03-26,0.42
"1567",2025-03-27,0.953
"1568",2025-03-28,0.532
"1569",2025-03-29,0.364
"1570",2025-03-30,1.067
"1571",2025-03-31,1.23
"1572",2025-04-01,0.844
"1573",2025-04-02,0.85
"1574",2025-04-03,0.516
"1575",2025-04-04,0.432
"1576",2025-04-05,1.758
